36, 1, 43, 14, 25, 26
23, 28, 6, 41, 15, 31
43, 35, 21, 38, 45, 13
14, 35, 26, 45, 41, 38
27, 36, 13, 33, 4, 11
30, 25, 34, 24, 39, 36
39, 19, 18, 32, 24, 4
22, 34, 42, 45, 13, 36
21, 20, 33, 36, 37, 32
11, 14, 40, 1, 10, 17
20, 29, 26, 33, 6, 30
9, 45, 23, 34, 16, 31
38, 1, 23, 26, 10, 20
9, 21, 29, 28, 2, 26
21, 6, 29, 16, 7, 39
5, 37, 39, 36, 21, 20
36, 37, 39, 18, 41, 8
18, 19, 3, 6, 45, 17
24, 28, 40, 39, 25, 14
30, 42, 31, 33, 32, 20
37, 18, 32, 22, 27, 45
6, 40, 42, 19, 44, 39
20, 13, 3, 16, 6, 4
4, 17, 38, 5, 12, 20
3, 15, 10, 42, 36, 41
17, 40, 38, 34, 28, 9
12, 41, 26, 21, 5, 32
11, 31, 25, 6, 27, 16
21, 42, 33, 5, 39, 2
29, 34, 17, 44, 42, 6
41, 32, 30, 19, 43, 25
1, 27, 7, 4, 17, 12
32, 10, 30, 6, 44, 14
30, 15, 7, 34, 10, 6
14, 26, 11, 20, 39, 17
10, 2, 34, 42, 43, 45
19, 17, 16, 9, 44, 4
14, 33, 5, 11, 27, 18
18, 31, 16, 7, 43, 17
17, 20, 13, 41, 15, 5
20, 30, 27, 28, 16, 38
3, 21, 27, 8, 29, 24
12, 5, 31, 45, 21, 13
25, 28, 14, 27, 41, 18
2, 45, 29, 11, 34, 35
40, 15, 6, 12, 44, 9
40, 45, 11, 23, 19, 25
24, 43, 33, 41, 42, 17
18, 6, 20, 12, 9, 42
23, 22, 33, 19, 2, 16
15, 2, 6, 36, 37, 29
22, 11, 2, 40, 39, 45
6, 1, 42, 18, 12, 8
20, 42, 15, 28, 33, 12
7, 45, 29, 24, 33, 26
16, 31, 20, 2, 19, 5
21, 9, 29, 27, 35, 11
26, 2, 7, 34, 14, 33
19, 28, 30, 20, 4, 43
7, 31, 36, 22, 11, 21
25, 21, 43, 20, 40, 23
41, 20, 17, 32, 27, 37
24, 4, 2, 3, 29, 13
38, 44, 26, 25, 31, 7
29, 12, 18, 4, 37, 11
21, 32, 17, 4, 6, 34
13, 15, 5, 18, 39, 20
18, 28, 7, 31, 26, 42
27, 39, 28, 18, 35, 20
31, 26, 16, 45, 38, 24
8, 44, 20, 33, 23, 18
5, 39, 17, 14, 35, 26
33, 29, 22, 26, 28, 6
20, 33, 17, 31, 19, 2
7, 27, 12, 35, 8, 41
37, 26, 39, 38, 17, 30
10, 8, 39, 13, 27, 23
29, 27, 26, 6, 18, 8
28, 7, 6, 10, 16, 18
34, 6, 16, 30, 45, 28
31, 1, 38, 44, 21, 4
16, 5, 41, 20, 33, 21
42, 10, 18, 2, 20, 31
33, 5, 6, 17, 18, 35
37, 11, 12, 35, 42, 9
10, 39, 16, 18, 7, 3
7, 45, 40, 9, 27, 23
29, 4, 13, 15, 22, 2
39, 19, 42, 36, 34, 13
42, 33, 15, 41, 4, 24
42, 45, 6, 31, 14, 28
44, 42, 37, 3, 6, 4
7, 37, 26, 11, 12, 9
6, 39, 5, 25, 43, 21
13, 18, 44, 3, 35, 34
6, 44, 40, 5, 18, 27
20, 25, 1, 31, 44, 38
18, 25, 3, 41, 17, 32
19, 36, 33, 10, 41, 35
5, 9, 23, 26, 32, 45
24, 7, 37, 16, 15, 8
6, 40, 2, 34, 3, 13
6, 5, 24, 35, 9, 14
7, 24, 25, 18, 10, 19
28, 37, 44, 41, 22, 38
18, 35, 19, 12, 17, 28
10, 39, 38, 42, 23, 36
38, 41, 8, 36, 21, 37
11, 31, 2, 27, 25, 26
5, 30, 38, 27, 3, 7
39, 10, 24, 42, 19, 41
5, 34, 12, 27, 7, 32
42, 34, 38, 35, 18, 21
22, 23, 14, 33, 1, 7
31, 27, 30, 41, 37, 13
32, 19, 31, 8, 36, 14
17, 29, 3, 38, 27, 41
28, 1, 23, 22, 6, 3
17, 39, 15, 10, 2, 1
9, 1, 44, 28, 2, 4
32, 29, 39, 15, 6, 17
26, 19, 21, 43, 22, 27
40, 45, 4, 43, 12, 7
3, 13, 17, 31, 11, 45
26, 40, 2, 13, 17, 35
25, 43, 5, 42, 4, 19
16, 32, 30, 3, 27, 35
20, 10, 37, 34, 4, 44
9, 7, 17, 22, 39, 27
3, 7, 32, 19, 30, 21
21, 22, 17, 11, 30, 20
5, 11, 12, 33, 4, 28
45, 10, 17, 42, 25, 26
38, 37, 32, 3, 29, 40
30, 26, 35, 1, 23, 6
41, 27, 26, 42, 17, 2
41, 43, 18, 23, 27, 13
37, 32, 18, 3, 6, 41
18, 31, 3, 20, 7, 30
2, 11, 39, 17, 44, 18
31, 22, 20, 21, 29, 39
19, 42, 34, 22, 26, 6
23, 25, 34, 8, 15, 3
43, 26, 23, 20, 15, 3
17, 31, 40, 25, 35, 4
29, 42, 45, 23, 21, 20
29, 8, 7, 15, 3, 6
17, 4, 22, 12, 16, 21
38, 31, 25, 43, 26, 42
8, 41, 12, 24, 13, 5
16, 21, 42, 30, 10, 26
10, 27, 6, 43, 29, 8
19, 15, 14, 16, 43, 12
20, 24, 8, 45, 7, 42
2, 9, 12, 41, 29, 16
23, 5, 34, 39, 29, 25
6, 44, 3, 36, 20, 16
40, 24, 43, 19, 33, 41
43, 32, 7, 8, 39, 14
26, 40, 12, 45, 6, 23
39, 44, 11, 14, 10, 4
41, 35, 19, 8, 3, 27
11, 22, 37, 18, 27, 45
30, 10, 22, 4, 43, 12
38, 3, 30, 44, 12, 1
12, 15, 40, 39, 14, 23
11, 12, 2, 25, 6, 1
22, 1, 35, 19, 15, 13
3, 13, 6, 27, 5, 19
18, 45, 20, 44, 21, 14
3, 29, 43, 10, 12, 24
13, 42, 1, 33, 9, 6
27, 19, 16, 21, 42, 24
9, 6, 21, 35, 31, 1
44, 33, 21, 40, 17, 20
29, 24, 26, 9, 38, 42
40, 10, 44, 21, 6, 27
43, 14, 4, 15, 23, 38
38, 16, 44, 1, 29, 24
21, 14, 24, 18, 30, 34
27, 31, 23, 33, 19, 29
16, 38, 8, 25, 7, 15
12, 22, 29, 34, 23, 17
45, 11, 26, 37, 13, 10
33, 14, 34, 15, 32, 43
34, 31, 42, 33, 43, 1
3, 34, 5, 33, 6, 4
34, 15, 42, 23, 37, 32
7, 32, 9, 23, 5, 42
45, 2, 26, 36, 3, 43
9, 26, 18, 35, 7, 13
7, 28, 30, 37, 5, 41
36, 2, 17, 14, 22, 9
24, 6, 18, 10, 20, 34
16, 42, 45, 38, 7, 14
41, 31, 6, 10, 42, 2
25, 29, 35, 40, 21, 31
26, 13, 42, 20, 25, 43
14, 15, 35, 25, 18, 20
42, 45, 37, 26, 38, 5
27, 37, 7, 15, 42, 6
40, 3, 31, 42, 1, 41
24, 1, 16, 12, 44, 36
19, 22, 23, 10, 42, 38
43, 37, 3, 12, 38, 15
34, 12, 37, 1, 16, 24
32, 20, 30, 37, 43, 24
28, 26, 2, 44, 19, 13
28, 17, 18, 45, 38, 1
30, 14, 17, 40, 9, 16
13, 24, 8, 41, 38, 45
17, 32, 39, 5, 22, 35
43, 24, 7, 19, 35, 22
36, 24, 2, 25, 3, 33
31, 27, 25, 16, 17, 4
1, 45, 17, 10, 11, 30
35, 39, 1, 11, 22, 10
45, 34, 31, 4, 17, 21
39, 24, 33, 41, 8, 31
37, 1, 36, 18, 4, 31
39, 36, 30, 25, 5, 40
33, 36, 27, 32, 20, 5
2, 8, 22, 14, 12, 30
3, 12, 5, 42, 26, 8
6, 39, 5, 3, 7, 24
12, 22, 13, 5, 24, 4
38, 21, 12, 40, 6, 29
11, 33, 10, 38, 1, 29
6, 8, 27, 37, 31, 1
45, 6, 3, 23, 16, 43
15, 8, 1, 3, 40, 11
25, 42, 39, 32, 16, 19
37, 28, 31, 33, 16, 20
3, 10, 29, 16, 21, 35
16, 39, 6, 41, 7, 43
42, 16, 41, 3, 6, 1
17, 5, 23, 32, 44, 18
14, 20, 26, 16, 28, 11
9, 34, 30, 41, 43, 5
32, 3, 11, 9, 20, 10
28, 20, 22, 24, 13, 30
11, 22, 15, 28, 40, 35
23, 4, 8, 27, 34, 21
37, 13, 30, 45, 19, 16
15, 9, 32, 11, 21, 1
21, 29, 42, 27, 10, 12
16, 41, 1, 8, 28, 19
28, 43, 23, 45, 34, 26
37, 19, 14, 16, 11, 9
41, 14, 39, 22, 34, 11
44, 34, 29, 26, 17, 21
22, 17, 11, 29, 44, 19
12, 5, 16, 33, 11, 25
3, 8, 23, 16, 28, 35
12, 3, 18, 45, 28, 33
41, 8, 21, 18, 44, 42
30, 40, 18, 22, 8, 5
3, 23, 20, 21, 18, 16
43, 33, 26, 29, 7, 6
39, 23, 36, 35, 18, 3
26, 41, 31, 32, 37, 12
30, 37, 4, 43, 32, 34
33, 22, 31, 7, 41, 30
18, 13, 21, 2, 24, 19
19, 16, 31, 15, 26, 12
29, 30, 39, 2, 43, 34
29, 18, 9, 32, 24, 6
2, 28, 45, 6, 24, 14
10, 28, 6, 13, 45, 20
9, 5, 18, 8, 45, 20
17, 32, 10, 15, 3, 21
21, 35, 17, 8, 26, 4
45, 17, 15, 5, 27, 37
33, 11, 7, 6, 18, 21
36, 16, 8, 22, 27, 26
33, 17, 10, 26, 38, 15
7, 34, 40, 41, 35, 28
28, 32, 40, 1, 8, 26
7, 31, 28, 1, 29, 24
20, 31, 35, 25, 26, 6
20, 28, 31, 39, 21, 11
17, 19, 2, 15, 39, 30
1, 17, 39, 26, 13, 35
8, 43, 16, 3, 15, 25
12, 6, 26, 31, 39, 38
37, 16, 9, 25, 10, 43
24, 6, 41, 45, 12, 17
12, 16, 28, 15, 43, 2
25, 8, 4, 36, 20, 24
24, 30, 44, 22, 23, 16
16, 32, 9, 26, 12, 19
18, 30, 6, 10, 31, 38
1, 10, 14, 3, 17, 18
6, 18, 23, 42, 19, 38
7, 9, 17, 13, 39, 28
17, 25, 34, 5, 42, 2
19, 26, 27, 8, 23, 1
43, 26, 17, 13, 20, 32
35, 17, 41, 20, 8, 39
37, 18, 3, 38, 16, 1
32, 26, 29, 37, 43, 44
21, 42, 45, 28, 6, 8
4, 37, 16, 29, 38, 8
21, 29, 22, 42, 45, 10
17, 18, 12, 41, 30, 43
11, 31, 32, 36, 42, 12
1, 5, 10, 34, 30, 33
29, 36, 16, 35, 28, 33
31, 22, 5, 33, 27, 28
39, 7, 16, 27, 22, 41
38, 22, 23, 7, 11, 45
41, 27, 43, 11, 8, 31
5, 42, 28, 30, 34, 33
5, 6, 24, 26, 10, 28
33, 26, 17, 27, 28, 8
32, 1, 35, 45, 20, 26
12, 13, 16, 5, 44, 38
40, 41, 19, 8, 11, 1
21, 30, 33, 11, 17, 1
21, 32, 1, 25, 10, 43
34, 32, 31, 14, 5, 16
8, 20, 22, 35, 11, 10
24, 43, 37, 38, 1, 34
25, 22, 40, 1, 41, 21
33, 42, 44, 7, 10, 25
3, 9, 41, 30, 27, 22
9, 35, 28, 12, 5, 34
30, 26, 16, 13, 38, 45
10, 24, 4, 25, 6, 21
43, 9, 36, 13, 40, 30
37, 28, 24, 3, 19, 29
43, 1, 35, 39, 42, 11
2, 17, 32, 44, 6, 7
12, 33, 8, 26, 10, 35
1, 29, 12, 2, 11, 21
41, 9, 8, 25, 36, 15
4, 22, 5, 3, 32, 9
9, 21, 36, 10, 37, 45
36, 5, 33, 32, 17, 43
42, 30, 33, 14, 34, 22
21, 38, 34, 33, 28, 13
37, 15, 2, 31, 5, 35
19, 6, 44, 5, 10, 42
14, 31, 1, 23, 4, 15
22, 44, 12, 32, 31, 16
35, 30, 6, 43, 41, 11
7, 30, 41, 42, 21, 29
38, 33, 30, 9, 31, 26
18, 3, 37, 34, 16, 45
22, 36, 44, 26, 33, 28
18, 20, 21, 7, 41, 28
26, 39, 20, 32, 16, 38
41, 13, 44, 2, 43, 35
21, 29, 40, 32, 18, 15
44, 16, 37, 23, 30, 34
7, 9, 37, 34, 2, 33
32, 13, 19, 16, 43, 17
1, 11, 35, 12, 25, 36
40, 35, 26, 28, 1, 14
42, 33, 16, 17, 39, 22
22, 31, 10, 17, 19, 39
25, 35, 4, 11, 15, 41
10, 26, 1, 21, 20, 13
39, 33, 15, 14, 29, 10
8, 15, 13, 1, 42, 5
14, 11, 20, 34, 42, 18
24, 30, 33, 3, 16, 41
18, 11, 15, 22, 27, 45
22, 40, 4, 33, 3, 7
13, 35, 44, 23, 8, 12
4, 24, 9, 3, 23, 34
10, 32, 25, 7, 36, 37
32, 41, 45, 26, 36, 28
4, 25, 9, 12, 40, 29
13, 23, 29, 41, 37, 28
15, 38, 29, 41, 43, 11
30, 20, 29, 9, 38, 3
40, 42, 33, 4, 16, 36
38, 25, 19, 17, 28, 15
24, 26, 41, 44, 22, 28
3, 11, 1, 6, 28, 22
14, 40, 25, 13, 7, 38
11, 43, 31, 5, 13, 26
38, 35, 31, 24, 10, 8
35, 4, 16, 44, 28, 31
14, 21, 11, 9, 2, 37
3, 6, 17, 22, 19, 34
15, 40, 20, 2, 36, 19
32, 42, 30, 11, 16, 15
1, 31, 38, 8, 33, 39
15, 11, 44, 9, 6, 36
11, 15, 34, 25, 31, 8
33, 1, 5, 6, 32, 4
44, 41, 3, 11, 36, 13
11, 10, 5, 16, 36, 3
8, 4, 28, 15, 24, 39
25, 16, 39, 3, 41, 26
38, 1, 39, 44, 8, 7
9, 11, 20, 41, 25, 44
31, 36, 45, 20, 1, 42
31, 29, 43, 8, 2, 23
10, 45, 35, 7, 5, 14
3, 36, 5, 23, 21, 13
14, 39, 26, 35, 1, 18
20, 14, 15, 31, 12, 13
20, 17, 2, 12, 34, 25
28, 17, 21, 7, 5, 15
28, 7, 11, 13, 44, 10
8, 16, 22, 42, 28, 5
33, 19, 6, 12, 37, 36
40, 34, 31, 27, 35, 10
41, 11, 31, 39, 42, 26
13, 2, 20, 30, 4, 27
21, 40, 9, 44, 14, 2
19, 28, 10, 35, 23, 9
22, 44, 29, 35, 8, 9
7, 25, 29, 11, 24, 31
18, 23, 28, 17, 4, 2
9, 30, 42, 39, 35, 31
39, 34, 9, 7, 22, 32
28, 19, 42, 12, 26, 17
23, 22, 44, 2, 25, 9
26, 36, 39, 10, 4, 23
5, 43, 16, 28, 37, 21
25, 9, 41, 18, 13, 37
27, 4, 19, 1, 14, 45
8, 44, 16, 30, 29, 5
30, 27, 26, 41, 14, 37
9, 8, 6, 12, 37, 19
5, 16, 3, 28, 10, 34
29, 15, 24, 36, 19, 7
22, 5, 27, 42, 26, 28
40, 19, 18, 45, 10, 11
30, 45, 27, 13, 16, 36
45, 40, 7, 21, 23, 9
23, 7, 45, 41, 42, 33
2, 22, 44, 17, 21, 38
33, 6, 31, 12, 5, 29
20, 44, 30, 4, 40, 12
36, 38, 29, 24, 1, 33
44, 8, 4, 2, 9, 36
35, 3, 39, 17, 41, 29
27, 42, 30, 35, 40, 13
9, 41, 11, 1, 42, 6
30, 23, 45, 35, 1, 27
32, 25, 40, 38, 37, 29
10, 38, 37, 2, 36, 22
29, 23, 4, 33, 17, 37
4, 26, 2, 45, 7, 28
45, 37, 11, 36, 16, 10
43, 40, 1, 35, 39, 41
4, 5, 36, 42, 1, 17
13, 19, 32, 42, 40, 17
40, 33, 10, 23, 16, 42
14, 38, 45, 17, 35, 3
24, 22, 4, 28, 31, 30
39, 7, 37, 42, 1, 26
22, 12, 26, 27, 37, 40
6, 14, 34, 2, 8, 30
33, 9, 44, 26, 8, 19
23, 1, 16, 9, 30, 6
22, 28, 12, 25, 7, 15
25, 40, 4, 27, 13, 26
27, 43, 29, 5, 12, 21
22, 3, 30, 38, 11, 10
39, 12, 40, 33, 5, 3
43, 26, 38, 1, 25, 23
39, 33, 12, 32, 1, 5
11, 28, 15, 18, 13, 17
23, 2, 31, 16, 25, 41
43, 7, 31, 37, 28, 22
30, 33, 27, 2, 1, 7
17, 26, 21, 20, 24, 30
43, 38, 12, 26, 13, 5
41, 9, 37, 2, 31, 16
8, 4, 44, 40, 39, 3
43, 9, 15, 30, 33, 19
12, 10, 30, 45, 3, 41
36, 21, 44, 13, 43, 10
30, 44, 10, 23, 7, 42
11, 13, 18, 14, 38, 44
23, 5, 42, 11, 45, 21
34, 37, 23, 14, 27, 31
39, 1, 29, 45, 43, 22
22, 23, 27, 17, 21, 40
22, 6, 42, 45, 37, 1
22, 37, 40, 8, 32, 12
8, 28, 29, 38, 33, 34
36, 44, 4, 42, 6, 22
22, 27, 28, 34, 2, 9
42, 19, 16, 17, 35, 18
13, 36, 44, 12, 6, 9
31, 37, 21, 4, 8, 6
6, 3, 12, 40, 27, 22
36, 15, 37, 16, 26, 13
9, 41, 23, 12, 31, 13
8, 21, 34, 5, 39, 17
15, 32, 12, 8, 40, 14
39, 6, 12, 43, 5, 26
1, 7, 28, 27, 20, 17
20, 11, 29, 24, 5, 3
43, 9, 41, 31, 27, 24
13, 21, 30, 41, 8, 32
34, 10, 44, 1, 30, 39
22, 19, 12, 32, 38, 16
35, 34, 13, 40, 2, 29
9, 5, 26, 17, 6, 21
21, 16, 23, 30, 35, 44
45, 14, 9, 24, 5, 44
32, 28, 39, 14, 7, 24
23, 25, 5, 3, 18, 27
4, 18, 10, 36, 24, 22
30, 33, 31, 8, 16, 34
43, 12, 10, 31, 19, 35
24, 6, 4, 19, 28, 33
29, 17, 14, 34, 18, 11
32, 39, 2, 33, 41, 6
43, 26, 36, 12, 40, 31
15, 37, 23, 44, 20, 10
22, 18, 23, 20, 30, 8
43, 2, 37, 10, 22, 5
3, 17, 18, 4, 19, 23
2, 26, 30, 37, 23, 44
30, 19, 12, 23, 8, 26
36, 33, 15, 4, 37, 14
6, 32, 38, 42, 7, 21
36, 43, 19, 7, 42, 23
19, 37, 26, 44, 12, 2
25, 33, 13, 21, 26, 38
8, 13, 16, 32, 36, 3
38, 27, 2, 15, 14, 35
13, 40, 20, 34, 41, 43
1, 11, 5, 15, 10, 4
25, 33, 42, 9, 36, 15
45, 27, 29, 38, 24, 2
18, 24, 25, 14, 10, 22
18, 26, 1, 14, 40, 24
26, 31, 3, 41, 16, 25
38, 17, 22, 34, 9, 15
28, 42, 22, 21, 34, 7
3, 40, 16, 20, 43, 19
29, 7, 38, 31, 35, 18
12, 19, 5, 11, 40, 7
45, 41, 29, 37, 30, 11
34, 9, 23, 14, 37, 28
19, 3, 20, 45, 4, 1
6, 28, 4, 10, 27, 37
9, 7, 40, 22, 17, 25
12, 31, 25, 7, 8, 38
13, 32, 39, 2, 30, 41
24, 4, 23, 5, 12, 18
3, 26, 30, 24, 20, 27
12, 44, 6, 45, 21, 37
35, 25, 13, 24, 15, 10
19, 15, 43, 32, 26, 20
23, 9, 11, 34, 17, 29
44, 27, 24, 28, 26, 5
11, 37, 42, 9, 30, 1
45, 7, 14, 32, 2, 5
43, 14, 38, 42, 1, 23
3, 21, 8, 29, 38, 23
1, 2, 20, 25, 5, 31
11, 39, 8, 22, 34, 5
10, 26, 13, 32, 45, 9
34, 43, 14, 29, 9, 12
19, 25, 31, 42, 44, 24
24, 31, 44, 17, 15, 34
16, 32, 15, 29, 31, 22
31, 40, 35, 32, 9, 16
8, 30, 45, 44, 25, 26
42, 19, 25, 6, 4, 22
40, 16, 39, 18, 25, 41
13, 3, 15, 36, 32, 28
6, 15, 45, 29, 25, 23
11, 37, 25, 12, 41, 33
35, 32, 23, 27, 5, 14
28, 41, 31, 32, 2, 37
44, 4, 31, 29, 19, 42
19, 34, 11, 8, 21, 38
21, 28, 14, 26, 17, 36
31, 42, 3, 14, 11, 5
29, 25, 41, 17, 42, 8
40, 30, 27, 32, 36, 37
38, 29, 4, 6, 24, 28
10, 13, 9, 18, 17, 4
23, 41, 20, 2, 28, 13
27, 10, 2, 32, 40, 4
4, 26, 33, 9, 8, 10
25, 24, 27, 35, 18, 44
37, 14, 42, 9, 39, 1
15, 25, 18, 27, 14, 41
25, 1, 45, 14, 6, 34
20, 14, 41, 43, 26, 15
1, 28, 44, 37, 23, 41
9, 2, 36, 45, 15, 31
36, 6, 27, 42, 31, 44
18, 7, 28, 22, 8, 39
12, 38, 9, 37, 19, 4
31, 30, 2, 15, 21, 35
5, 3, 13, 22, 28, 10
35, 29, 36, 39, 45, 17
22, 8, 23, 28, 18, 14
2, 12, 4, 28, 39, 41
7, 26, 16, 11, 43, 1
13, 21, 45, 26, 40, 16
44, 37, 45, 15, 3, 40
25, 30, 43, 32, 19, 40
8, 3, 38, 1, 2, 17
25, 21, 14, 8, 40, 7
33, 27, 26, 17, 45, 43
29, 15, 1, 3, 27, 40
22, 45, 8, 23, 30, 39
10, 6, 3, 33, 22, 19
27, 22, 12, 24, 28, 45
42, 10, 33, 15, 2, 44
4, 11, 15, 5, 10, 25
32, 7, 10, 43, 30, 36
36, 19, 15, 9, 32, 2
30, 8, 4, 38, 14, 9
43, 23, 21, 15, 24, 28
20, 13, 10, 24, 2, 6
36, 40, 20, 44, 15, 5
39, 19, 41, 12, 9, 3
7, 11, 23, 33, 35, 22
30, 26, 22, 19, 35, 32
29, 17, 26, 21, 6, 45
25, 38, 42, 31, 17, 8
33, 12, 44, 24, 45, 37
22, 28, 36, 38, 8, 42
24, 41, 17, 6, 16, 35
45, 8, 4, 31, 20, 9
45, 19, 9, 18, 27, 6
39, 12, 28, 43, 3, 38
38, 30, 8, 45, 18, 24
4, 43, 11, 23, 19, 13
13, 32, 17, 38, 6, 16
11, 4, 44, 22, 6, 3
38, 24, 29, 17, 7, 5
14, 20, 23, 2, 32, 29
6, 18, 17, 42, 30, 7
24, 4, 44, 40, 5, 6
16, 25, 3, 23, 42, 22
23, 28, 40, 38, 25, 26
23, 7, 16, 3, 17, 6
28, 7, 11, 29, 14, 44
38, 33, 19, 7, 40, 26
1, 29, 3, 45, 7, 12
40, 5, 28, 37, 35, 20
25, 42, 1, 16, 10, 21
32, 27, 30, 6, 31, 5
37, 28, 36, 25, 4, 45
41, 20, 9, 12, 6, 40
35, 16, 10, 39, 23, 37
38, 5, 37, 25, 41, 35
5, 11, 23, 24, 20, 34
20, 2, 1, 3, 31, 5
31, 41, 13, 22, 30, 33
34, 19, 10, 36, 24, 35
38, 19, 10, 35, 11, 15
24, 43, 14, 8, 6, 12
38, 33, 43, 11, 22, 27
44, 39, 27, 11, 21, 32
14, 10, 15, 18, 37, 35
22, 31, 20, 40, 39, 27
28, 40, 37, 14, 8, 11
45, 32, 19, 13, 16, 1
9, 19, 15, 14, 31, 38
40, 19, 28, 14, 37, 9
39, 37, 1, 28, 16, 24
15, 17, 32, 26, 28, 35
3, 11, 15, 37, 22, 41
28, 35, 14, 31, 6, 2
29, 13, 11, 43, 2, 12
32, 19, 27, 41, 40, 36
17, 6, 5, 7, 20, 2
5, 16, 4, 33, 18, 13
18, 6, 34, 19, 1, 25
6, 2, 20, 18, 21, 36
26, 45, 1, 42, 3, 39
30, 20, 45, 13, 38, 32
30, 29, 21, 35, 44, 5
15, 3, 17, 27, 14, 18
23, 21, 33, 45, 28, 10
45, 40, 27, 14, 25, 19
20, 26, 24, 29, 4, 15
4, 11, 37, 5, 18, 31
21, 13, 23, 15, 11, 10
38, 40, 39, 36, 10, 35
32, 21, 16, 10, 26, 43
3, 37, 44, 4, 42, 19
43, 3, 13, 4, 32, 39
35, 32, 6, 39, 42, 17
38, 16, 33, 3, 14, 39
37, 39, 28, 34, 5, 20
39, 7, 41, 33, 17, 45
12, 43, 30, 8, 22, 15
6, 23, 41, 25, 43, 19
24, 29, 20, 18, 12, 28
28, 30, 36, 9, 14, 17
